店名,住所,営業時間,定休日,座席,緯度,経度
夢を語れ 長岡,〒940-1161 新潟県長岡市左近3-2,17:00〜20:00 [土] 11:00〜14:00／17:00〜20:00 [日] 11:00〜14:00,水曜日※ほか不定休あり,18席,37.430904,138.837799
夢にカケハシ 響けハレノヒ,〒950-0087 新潟県新潟市中央区東大通1-7-7 IMAⅢビル B B号室,11:00～15:00／17:00～22:00[金・祝前] 11:00～15:00／17:00～翌1:00[土] 11:00～翌1:00[日・祝] 11:00～22:00※ラストオーダーは各30分前,不定休,25席,37.915199,139.061340
ラーメン二郎 横浜関内店,〒231-0033 神奈川県横浜市中区長者町6-94,11:00〜14:30／17:00〜21:00,水曜臨時休業は公式Xにてポスト,カウンター11席,35.442196,139.630890
ラーメン二郎 中山駅前店,〒226-0014 神奈川県横浜市緑区台村町 309-1 土井ビル1F,11:00～14:00／18:00～21:30,木曜,カウンター15席,35.512970,139.538147
ラーメン二郎 相模大野店,〒252-0303 神奈川県相模原市南区相模大野6-14-9 MKプラザⅡ 103号,10:20〜14:00／17:00〜20:30[土・日] 10:00〜15:00※営業日は公式Xにてポストあり,月曜臨時休業は公式Xにてポスト,カウンター15席,35.529911,139.432846
ラーメン二郎 湘南藤沢店,〒251-0053 神奈川県藤沢市本町1丁目10-14,11:00～14:30／17:00～21:00,火曜日,カウンター16席,35.342964,139.482269
ラーメン二郎 生田駅前店,〒214-0038 神奈川県川崎市多摩区生田8-1-15,11:00～15:00／18:00～21:00,水曜日,カウンター14席（待ち席7つ、7名毎の入替え制),35.615597,139.546448
麺屋 歩夢,〒252-0202 神奈川県相模原市中央区淵野辺本町3-29-13,月〜土…11:00〜22:00,日曜日,カウンター席 10席  4人掛けテーブル2卓,35.574036,139.406769
赤ひげラーメン,〒235-0036 神奈川県横浜市磯子区中原2-3-33,11:00～16:00,火曜日,カウンターのみ9席,35.387501,139.617538
MEN YARD FIGHT,〒221-0825 神奈川県横浜市神奈川区反町3-23-14,11:00～15:00／18:00～24:00,土・日,14席,35.475658,139.626450
麺屋 づかちゃん,〒235-0033 神奈川県横浜市磯子区杉田4-2-17,11:00～15:00／17:00～23:00[月] 11:00〜16:00[土] 10:00〜15:00／17:00〜22:00[日] 10:00〜15:00,不定休,カウンター11席,35.384045,139.620087
自家製麺88,〒211-0004 神奈川県川崎市中原区新丸子東1-826 シャトルKOYO 1F A号,11:00〜15:00（L.O.14:50）／18:00〜21:30（L.O.21:30）,無休,カウンター10席,35.580021,139.663483
豚星。,〒211-0025 神奈川県川崎市中原区木月4-5-20,11:00～24:00,無休,カウンター15席,35.559883,139.654526
ハイパーファットン,〒223-0057 神奈川県横浜市港北区新羽町1688-1,9:00〜23:00,日曜日,カウンター8席と2名テーブル2つ4名テーブル1つ,35.528595,139.611115
麺屋づかちゃん 港南台店,〒234-0054 神奈川県横浜市港南区港南台4-17-29 ヨコハマファイブビル1階,11:00～15:00／17:00～22:00,月曜,,35.375607,139.575989
麺屋 浜一,〒230-0001 神奈川県横浜市鶴見区矢向5-4-17,11:15-13:30／18:00〜20:00[土] 11:15-14:00※売り切れ次第終了,日曜日,カウンター8席,35.537327,139.683838
豚らーめん ミドリカワ,〒243-0432 神奈川県海老名市中央3-2-9,11:30～21:00[日] 11:30～20:45※各ラストオーダー※変更時はXにてお知らせ,月曜日,カウンター11席,35.450039,139.391174
らーめん菊,〒233-0016 神奈川県横浜市港南区下永谷3-4-3,11:00〜19:00（L.O.18:30）,木曜日,12席,35.409527,139.562653
麺でる 川崎店,〒212-0004 神奈川県川崎市幸区小向西町3-56-1,11:00〜14:00／18:00〜21:00[土・祝] 11:00〜15:00,日曜日、水曜日,カウンター8席,35.548557,139.688141
ラーメン二郎 京急川崎店,〒210-0001 神奈川県川崎市川崎区本町2-10-1,[平日] 11:00～14:00／18:00～22:00[土] 11:00～16:00,日曜日・祝日,カウンター 10席,35.534908,139.705704
麺でる 相模原店,〒252-0239 神奈川県相模原市中央区中央6-13-6,[月～土]11:00～15:00（L.O.14:45）18:00～22:00（L.O.21:45）※売り切れ次第終了,日曜,8席,35.568127,139.371689
ラーメン三ツ勝,〒221-0856 神奈川県横浜市神奈川区三ツ沢上町1-8,11:00〜15:00／18:00〜21:00,月曜日※祝日の場合は営業、翌日休業※臨時休業の場合あり,,35.476402,139.606033
麺 五六,〒210-0853 神奈川県川崎市川崎区田島町12-6,11:00～14:30／17:30～21:00[土・日・祝] 11:00〜15:00※麺・食材が無くなり次第終了,月曜日,カウンター8席,35.516262,139.707809
ラーメンKAZE 本店,〒252-0135 神奈川県相模原市緑区大島2691-4,11:30〜13:50／18:00〜19:50[日] 11:30〜13:50,月曜日（祝日の場合は翌日火曜日）,カウンター7席,35.565567,139.323700
豚山 環2下永谷店,〒233-0016 神奈川県横浜市港南区下永谷3-1-5,11:00〜23:00,火曜日,,35.407932,139.565048
ラーメン 豚んち,〒254-0045 神奈川県平塚市見附町1-31,[平日] 11:00〜15:00／17:00〜22:00[土・日・祝] 11:00〜22:00,水曜日,,35.329285,139.345047
泪橋 溝の口店,〒213-0001 神奈川県川崎市高津区溝口1-17-20,11:00～15:00,無休,18席,35.601143,139.613495
ラーメン豚山 金沢文庫店,〒236-0042 神奈川県横浜市金沢区釜利谷東2-2-16  第一藤坂ビル 1F,11:00～,,,35.341873,139.619904
時は豚なり,〒212-0022 神奈川県川崎市幸区神明町1-3,11:30〜15:00／17:30〜22:00※ラストオーダーは各15分前,月曜日,カウンター4席、テーブル8席,35.539368,139.689224
ラーメン豚温泉,〒223-0065 神奈川県横浜市港北区高田東2丁目1-3,11:30〜14:30／18:00〜20:30,月曜日、日曜夜,カウンター7席,35.548927,139.624359
俺の生きる道 関内地下街マリナード店,〒231-0017 神奈川県横浜市中区港町5-24-2 地下街マリナード内,11:00～21:30（L.O.）,無休,カウンター4席、テーブル14席,35.446609,139.633560
えぼし麺 菜良,〒253-0055 神奈川県茅ヶ崎市中海岸1-1-66,11:30〜14:30／18:00〜21:00[日・祝] 11:30〜14:30※売り切れ次第終了,月曜日、火曜日※臨時休業は公式Xにてポスト,10席,35.327938,139.406158
麺屋 小金,〒211-0045 神奈川県川崎市中原区上新城2-1-27 津久井ビル1F,11:00〜15:00／18:00〜23:00,日曜日、月曜日,,35.586437,139.631653
ぶた麺,〒221-0865 神奈川県横浜市神奈川区片倉2-71-5,11:00〜20:00,日曜日、第1・3・5月曜,8席,35.483940,139.602249
神勝軒 下永谷店,〒233-0016 神奈川県横浜市港南区下永谷3-28-13,11:00～16:00／18:00～23:00※スープなくなり次第終了,無休,テーブル2席、カウンター8席,35.407887,139.564346
ラーメン 豚っち,〒242-0023 神奈川県大和市渋谷1-1-3,11:00〜24:00,,,35.439915,139.466751
泪橋 宝町店,〒254-0034 神奈川県平塚市宝町4-16,11:00〜14:30／18:00〜21:00※ラストオーダーは各15分前,月曜臨時休業は公式Xにてポスト,21席,35.330093,139.352219
ラーメン 登良治郎,〒221-0802 神奈川県横浜市神奈川区六角橋1-7-21,11:00～14:30／18:00～21:00[土・日・祝] 11:00～15:00／18:00～21:00※麺なくなり次第終了,火曜,カウンター12席,35.488907,139.626892
らーめん こじろう526 鶴見店,〒230-0078 神奈川県横浜市鶴見区岸谷2-13-7,火～土 昼 11:30〜15:00  夜 18:00〜21:30日・祝 11:30〜15:00,月曜日 第3火曜日,カウンター8席,35.497089,139.661224
ぶっ豚 本厚木店,〒243-0018 神奈川県厚木市中町2丁目1-23,11:00〜15:00／16:00〜23:00,無休,,35.440315,139.365433
とんトコ豚,神奈川県川崎市川崎区貝塚2-16-1,18:00～翌1:00,日曜,カウンター8席,35.524666,139.706039
豚仙人 鶴見店,〒230-0051 神奈川県横浜市鶴見区鶴見中央4-17-2,火曜～金曜 11:00～15:00（L.O.14:50）      17:00～21:00（L.O.20:50）土・日・祝 11:00～16:00（L.O.15:50）      17:00～21:00（L.O.20:50）,月曜,,35.506882,139.678833
豚山 関内店,〒231-0016 神奈川県横浜市中区真砂町4-45,11:00〜22:00,,,35.445621,139.635223
らーめん勇,〒210-0015 神奈川県川崎市川崎区南町8-9-4 サウスウイング川崎101,11:00～14:30／17:00～23:00[日] 11:00〜14:30／17:00～23:00※スープなくなり次第終了,,カウンター8席、テーブル4席（2卓×2席）,35.525368,139.696320
ラーメン どん,神奈川県横浜市港北区日吉2-1-8,11:00～翌2:00,日曜日,カウンター7席、テーブル6席x2卓,35.554192,139.646835
蓮爾 登戸店,神奈川県川崎市多摩区登戸1770,《平日》18:00～24:00 （L.O. 24:00）《土曜》11:00～15:00 （L.O. 15:00）17:00～21:00 （L.O. 21:00）,日曜日,9席,35.620068,139.561096
ラーメンめじ 武蔵小杉店,〒211-0004 神奈川県川崎市中原区新丸子東1-825,11:00～15:00／18:00～21:00,,,35.580025,139.663742
豚仙人 吉野町本店,〒232-0041 神奈川県横浜市南区睦町1-6-4,11:00〜21:00（20:45L.O.）,月曜,6席,35.432228,139.619583
豚山 大船店,〒247-0056 神奈川県鎌倉市大船1-8-15,11:00～22:30,月曜日,カウンター13席,35.353203,139.532303
ラーメン豚島 溝の口店,〒213-0001 神奈川県川崎市高津区溝口2-9-5 トルチェヴァリ2階B区画,11:30～16:00／17:30〜21:00,無休,11席,35.600746,139.610901
ラーメン ゼンゼン,〒213-0014 神奈川県川崎市高津区新作5-13-2,月～金 12:00〜14:00／17:30〜22:00土・日 11:00～15:00,,カウンター10席,35.587463,139.625534
らーめん ましまし亭,〒240-0065 神奈川県横浜市保土ケ谷区和田1-11-21,18:00〜翌1:00,日曜日,,35.464798,139.589478
やらかし亭,〒231-0812 神奈川県横浜市中区錦町17 マリンハイツ2号棟1F,11:30〜14:30／17:00〜20:00※土曜は昼営業のみ,日曜・祝日,カウンター8席、テーブル12席,35.430264,139.667923
ゴル麺 用田店,〒252-0821 神奈川県藤沢市用田611-1,11:00～23:00,無休,約30席,35.403702,139.413361
ラーメン富士丸 平塚店,〒254-0042 神奈川県平塚市明石町11-11,11:00〜15:00／17:30〜21:00,,,35.330338,139.347427
らーめん大 極 東神奈川店,〒221-0044 神奈川県横浜市神奈川区東神奈川1-12-5,11:00～24:00,日曜,8席,35.477917,139.634781
豚仙人 天王町店,〒240-0003 神奈川県横浜市保土ケ谷区天王町2-38-5 1F,11:00〜15:00／17:00〜22:00,無休,カウンターのみ7席,35.454918,139.603287
豚山 白楽店,〒221-0065 神奈川県横浜市神奈川区白楽100-5,11:00〜24:00,月曜日,,35.488167,139.628540
ら～めん ぎょうてん屋 GOLD 綾瀬店,〒252-1103 神奈川県綾瀬市深谷上1ー5ー3,11:00～翌1:00,無休,6人掛けテーブル席×4、カウンター17席,35.439537,139.426407
二代目横浜らーめん東名家,〒243-0816 神奈川県厚木市林1-13-1,10:00～22:00 （ラストオーダー 21:30）2024年1月:現在,無休,カウンター9席・テーブル4卓（1卓4人）,35.456482,139.351852
ぶっ豚 向ヶ丘遊園店,〒214-0014 神奈川県川崎市多摩区登戸2092,11:00～15:30／17:00～23:00,無休,,35.618130,139.564240
ら〜めんぎょうてん屋GOLD 東名厚木店,〒243-0021 神奈川県厚木市岡田3-17-6,11:00～翌1:00,無休,42席,35.425667,139.357880
松壱家 藤沢本店,〒251-0052 神奈川県藤沢市藤沢991-20,【平 日】10:00〜翌3:00【日曜日】10:00〜翌2:00,無休,カウンター 13席、テーブル 4人×3卓,35.339775,139.482300
豚山 鶴見店,〒230-0062 神奈川県横浜市鶴見区豊岡町8-23,11:00〜23:00,月曜,,35.508694,139.674744
豚山 武蔵小杉店,〒211-0063 神奈川県川崎市中原区小杉町3丁目492,,,,35.574684,139.657257
野郎ラーメン 川崎東口店,〒210-0006 神奈川県川崎市川崎区砂子2-6-23 雨澤ビル1F,日〜木:11:00～23:00金〜土:11:00～4:00,無休,カウンター13席,35.528725,139.700012
ラーメン神豚 横須賀中央店,〒238-0007 神奈川県横須賀市若松町1-2-3,11:00～22:00,水曜,カウンター10席程度,35.279995,139.670624
らーめん和蔵 本店,〒213-0011 神奈川県川崎市高津区久本1-2-2 SKIPSビル B1F,11:00～24:00,不定休,17席（カウンター9席+4人テーブル×2）,35.598808,139.609344
東京ぶたくらぶ,〒252-0303 神奈川県相模原市南区相模大野3-3-2 ボーノ相模大野サウスモール1F,11:00～15:00／18:00〜23:00※売り切れ次第終了,不定休,15席,35.531288,139.435898
ラーメンクレイジーフレンズ,〒252-0216 神奈川県相模原市中央区清新7丁目1-1,11:00〜20:00当分の間 11:00～15:002024.12:現在,水曜日,,35.574230,139.365723
豚仙人  戸塚店,〒244-0003 神奈川県横浜市戸塚区戸塚町104-1 奈良部ビル1階,全日 11:00～22:00（L.O.）,なし※ 臨時休業の場合はTwitterで告知,,35.399353,139.533005
らーめん 福屋,〒257-0003 神奈川県秦野市南矢名1-14-10,11:00～深夜,年中無休,18席（カウンター10席・テーブル席4人×2卓）,35.372345,139.271454
ぶっ豚 京王稲田堤店,〒214-0001 神奈川県川崎市多摩区菅2-1-29 マルコンボナール1F,11:00～15:00／16:00～23:00,無休,10席,35.633999,139.533005
豚山 元住吉店,〒211-0025 神奈川県川崎市中原区木月2-5-2,11:00〜20:0020:00～23:00…テイクアウトのみ,月曜,13席,35.564667,139.654953
ゴル麺 横浜本店,〒220-0005 神奈川県横浜市西区南幸2-18-1,日～木10:00〜翌3:00、金・土10:00〜翌5:00,無休,カウンター11席、テーブル10席,35.463875,139.615829
豚山 日吉店,〒223-0061 神奈川県横浜市港北区日吉2-2-16 第一マルシンビル1F,,,カウンター10席,35.554123,139.646729
豚山 横浜西口店,〒220-0005 神奈川県横浜市西区南幸2-9-1 サンマウンテンビル 1F,11:00〜24:00,月曜,カウンター席14,35.463326,139.617950
時は豚なり 尻手黒川通り2号店,〒213-0022 神奈川県川崎市高津区千年126-1,11:30〜15:00（ L.O..14:45）,月曜日,カウンター3席、テーブル4席、小上り4席,35.572212,139.621506
豚ギャング 中央林間店,〒242-0007 神奈川県大和市中央林間3-5-14,11:00～15:00 （L.O. 14:45）17:00～24:00 （L.O. 23:45）,,,35.507347,139.443649
ラーメン豚山 青葉台店,〒227-0062 神奈川県横浜市青葉区青葉台1-14-1 第二青葉台ビル 103,11:00～23:00,,,35.545151,139.516907
特選ラー油 肉そば 寅や,〒252-0321 神奈川県相模原市南区相模台2-4-9 ライオンズマンション相模台第2,11:30〜14:30／17:30〜23:00（L.O.22:30）,日曜・祝日,,35.515331,139.420151
J郎麺,〒227-0034 神奈川県横浜市青葉区桂台1-3-10,11:30～14:00／18:00～20:00,無休,11席,35.547806,139.505539
麺屋 臥竜,〒231-0066 神奈川県横浜市中区日の出町1-101  第十旭ビル1F,11:00〜15:00／17:00〜22:45[土・日] 11:00〜22:45※各ラストオーダー,,カウンター11席,35.444256,139.626785
夢を語れ 神奈川,〒257-0003 神奈川県秦野市南矢名2-3-16,11:00〜14:00／17:30〜20:30,水曜日,,35.370518,139.272507
ぶっ豚 淵野辺店,〒252-0206 神奈川県相模原市中央区淵野辺3-6-15,11:30〜23:00,無休,18席,35.569393,139.394592
豚山 本厚木店,〒243-0014 神奈川県厚木市旭町1丁目1-2 ケンタクビル 1階,11:00〜23:00,,,35.438828,139.364258
大黒家 岸谷店,〒230-0078 神奈川県横浜市鶴見区岸谷2-13-8,11:00～翌3:00,水曜,25席,35.497169,139.661285
麺屋 甍,神奈川県横浜市西区みなとみらい3丁目6-1みなとみらいセンタービル3F,11:00～22:00[土] 11:00～21:00,日曜,,35.457485,139.632874
ラーメン 裏二郎 日吉本店,〒223-0062 神奈川県横浜市港北区日吉本町1-20-5,,,,35.553127,139.645630
ラーメン大豚,〒237-0064 神奈川県横須賀市追浜町3-8,11:00～翌1:00（L.O.24:45）,無休,16席,35.315552,139.625885
ラーメン 信ブタ屋,〒252-0003 神奈川県座間市ひばりが丘1-24-15,11:30～14:30 ／ 17:30～23:30,月曜日,7席,35.490627,139.435532
Ramen Base 046,〒238-0008 神奈川県横須賀市大滝町2-16 金子ビル1F,11:00〜14:30までに並んだ人まで17:00〜21:00までに並んだ人まで,無休※臨時休業の場合あり,カウンター12席,35.281563,139.670120
ラーメン豚山 小田原店,〒250-0011 神奈川県小田原市栄町2-7-38,,,14席,35.255386,139.157913
